2048 Agent Evaluation Results
============================================================
Timestamp  : 2026-04-12 14:47:11
Agent      : td (weights=weights/td_ntuple.npz)
Games      : 1000


── Summary ───────────────────────────────
  Total time   : 105.7s  (0.11s/game)
  Avg score    :     37,949
  Median score :     36,332
  Std dev      :     17,729
  Best score   :    106,768
  Worst score  :      3,148
  Avg moves    :       1916
  Median moves :       1886
  Win rate     :      76.7%  (767/1000 reached 2048)

  Max tile distribution:
     8192 :   0.1%  (   1 games)  
     4096 :  23.4%  ( 234 games)  ███████████
     2048 :  53.2%  ( 532 games)  ██████████████████████████
     1024 :  20.4%  ( 204 games)  ██████████
      512 :   2.5%  (  25 games)  █
      256 :   0.4%  (   4 games)  
──────────────────────────────────────────

  Score percentiles:
    p10 :     16,784
    p25 :     25,532
    p50 :     36,340
    p75 :     46,236
    p90 :     62,868
    p95 :     70,236
    p99 :     84,400

============================================================
Per-Game Results
============================================================
  Game       Score   Moves   Max Tile   Won
------  ----------  ------  ---------  ----
   734      20,344    1198      1,024      
   735      55,964    2598      4,096   yes
   736      28,280    1481      2,048   yes
   737      40,340    2068      2,048   yes
   738      44,460    2261      2,048   yes
   739      29,100    1543      2,048   yes
   740      43,408    2212      2,048   yes
   741      25,772    1324      2,048   yes
   742      41,796    2204      2,048   yes
   743      39,808    2060      2,048   yes
   744      36,340    1901      2,048   yes
   745      53,152    2466      4,096   yes
   746      40,872    2153      2,048   yes
   747      18,452    1076      1,024      
   748       7,432     524        512      
   749      44,396    2267      2,048   yes
   750      31,188    1648      2,048   yes
   751      22,424    1338      1,024      
   752      36,204    1879      2,048   yes
   753      37,832    1969      2,048   yes
   754      33,676    1733      2,048   yes
   755      56,776    2658      4,096   yes
   756      69,964    3293      4,096   yes
   757      38,512    1991      2,048   yes
   758      52,836    2424      4,096   yes
   759      40,840    2145      2,048   yes
   760      29,992    1588      2,048   yes
   761      12,932     781      1,024      
   762      38,480    2019      2,048   yes
   763      25,532    1357      2,048   yes
   764      61,068    2870      4,096   yes
   765      32,456    1670      2,048   yes
   766      84,328    3961      4,096   yes
   767      62,868    2975      4,096   yes
   768      40,036    2090      2,048   yes
   769      41,968    2172      2,048   yes
   770      20,056    1163      1,024      
   771      36,888    1926      2,048   yes
   772      38,804    2068      2,048   yes
   773      60,560    2814      4,096   yes
   774      29,372    1577      2,048   yes
   775      34,552    1774      2,048   yes
   776      15,728     931      1,024      
   777      86,484    3856      4,096   yes
   778      45,848    2373      2,048   yes
   779      45,016    2333      2,048   yes
   780      61,412    2888      4,096   yes
   781      17,180    1010      1,024      
   782      29,604    1571      2,048   yes
   783      58,724    2696      4,096   yes
   784      30,560    1623      2,048   yes
   785      34,840    1776      2,048   yes
   786      38,896    2039      2,048   yes
   787      36,276    1884      2,048   yes
   788      43,656    2227      2,048   yes
   789      67,904    3216      4,096   yes
   790      29,468    1539      2,048   yes
   791      39,488    2059      2,048   yes
   792      37,068    1919      2,048   yes
   793      39,908    2053      2,048   yes
   794      46,236    2422      2,048   yes
   795      32,488    1665      2,048   yes
   796      59,400    2754      4,096   yes
   797      65,196    2994      4,096   yes
   798      40,036    2101      2,048   yes
   799       7,240     505        512      
   800      40,592    2126      2,048   yes
   801      33,260    1706      2,048   yes
   802      18,164    1035      1,024      
   803      58,372    2704      4,096   yes
   804      18,612    1121      1,024      
   805      69,496    3285      4,096   yes
   806      19,928    1158      1,024      
   807      36,120    1867      2,048   yes
   808      37,572    1954      2,048   yes
   809      16,472     977      1,024      
   810      37,904    1987      2,048   yes
   811       4,232     349        256      
   812       7,912     554        512      
   813      17,680    1055      1,024      
   814      39,868    2079      2,048   yes
   815      17,008    1016      1,024      
   816      17,216    1030      1,024      
   817      38,588    2009      2,048   yes
   818      27,768    1440      2,048   yes
   819      25,692    1332      2,048   yes
   820      31,724    1674      2,048   yes
   821      28,840    1489      2,048   yes
   822      35,860    1887      2,048   yes
   823      61,280    2868      4,096   yes
   824      84,400    3898      4,096   yes
   825      39,260    1976      2,048   yes
   826      38,320    1980      2,048   yes
   827       8,872     601        512      
   828      42,576    2207      2,048   yes
   829      62,768    2951      4,096   yes
   830      34,640    1763      2,048   yes
   831      13,368     814      1,024      
   832      55,676    2539      4,096   yes
   833      61,000    2838      4,096   yes
   834      18,632    1125      1,024      
   835      32,204    1662      2,048   yes
   836      28,876    1518      2,048   yes
   837      25,844    1335      2,048   yes
   838      18,064    1028      1,024      
   839      41,264    2119      2,048   yes
   840      26,256    1359      2,048   yes
   841      36,308    1889      2,048   yes
   842      40,120    2094      2,048   yes
   843      43,592    2240      2,048   yes
   844      20,696    1191      1,024      
   845      36,128    1869      2,048   yes
   846      19,212    1118      1,024      
   847      43,816    2250      2,048   yes
   848      27,600    1449      2,048   yes
   849      44,832    2300      2,048   yes
   850      36,108    1867      2,048   yes
   851      20,984    1242      1,024      
   852      81,500    3818      4,096   yes
   853      36,392    1892      2,048   yes
   854      49,896    2273      4,096   yes
   855      19,772    1142      1,024      
   856      14,360     854      1,024      
   857      16,856    1012      1,024      
   858      40,344    2128      2,048   yes
   859      42,424    2063      2,048   yes
   860      32,660    1695      2,048   yes
   861      23,460    1210      2,048   yes
   862      43,360    2243      2,048   yes
   863       3,148     260        256      
   864      70,144    3326      4,096   yes
   865      62,620    2940      4,096   yes
   866      16,120     953      1,024      
   867      17,796    1062      1,024      
   868      47,368    2477      2,048   yes
   869      41,984    2044      2,048   yes
   870      35,804    1848      2,048   yes
   871      65,352    3136      4,096   yes
   872      30,844    1548      2,048   yes
   873      45,836    2386      2,048   yes
   874      34,592    1804      2,048   yes
   875      87,256    4081      4,096   yes
   876      33,836    1750      2,048   yes
   877      56,596    2601      4,096   yes
   878      25,412    1290      2,048   yes
   879      44,428    2275      2,048   yes
   880      19,820    1159      1,024      
   881      16,772     993      1,024      
   882      38,232    2007      2,048   yes
   883      62,816    2947      4,096   yes
   884      36,380    1877      2,048   yes
   885      45,208    2340      2,048   yes
   886      16,844    1002      1,024      
   887      17,472    1040      1,024      
   888      60,420    2827      4,096   yes
   889      10,364     656        512      
   890      26,936    1387      2,048   yes
   891      35,940    1850      2,048   yes
   892      57,788    2734      4,096   yes
   893      37,632    1951      2,048   yes
   894      40,188    2105      2,048   yes
   895      35,112    1864      2,048   yes
   896      68,984    3268      4,096   yes
   897      69,700    3291      4,096   yes
   898      47,140    2429      2,048   yes
   899      30,984    1629      2,048   yes
   900      30,204    1587      2,048   yes
   901      37,288    1960      2,048   yes
   902      15,368     910      1,024      
   903      78,912    3658      4,096   yes
   904      17,476    1052      1,024      
   905      24,048    1243      2,048   yes
   906      26,232    1358      2,048   yes
   907      47,052    2461      2,048   yes
   908      40,508    2123      2,048   yes
   909      14,548     885      1,024      
   910      17,412    1021      1,024      
   911      43,660    2244      2,048   yes
   912      60,324    2808      4,096   yes
   913       8,252     570        512      
   914      27,944    1476      2,048   yes
   915      29,048    1543      2,048   yes
   916      23,528    1196      2,048   yes
   917      17,132    1018      1,024      
   918      42,816    2245      2,048   yes
   919      34,736    1771      2,048   yes
   920      78,984    3634      4,096   yes
   921      40,720    2132      2,048   yes
   922      30,724    1602      2,048   yes
   923      12,088     715      1,024      
   924      40,124    2082      2,048   yes
   925      30,252    1595      2,048   yes
   926      34,864    1798      2,048   yes
   927      45,472    2224      2,048   yes
   928      34,236    1786      2,048   yes
   929      56,356    2819      2,048   yes
   930      60,340    2792      4,096   yes
   931      52,104    2408      4,096   yes
   932      12,492     747      1,024      
   933      61,896    2924      4,096   yes
   934      18,120    1070      1,024      
   935      45,568    2383      2,048   yes
   936      60,392    2794      4,096   yes
   937      36,152    1869      2,048   yes
   938      60,888    2852      4,096   yes
   939      14,720     864      1,024      
   940      36,320    1890      2,048   yes
   941      64,244    3031      4,096   yes
   942      28,908    1531      2,048   yes
   943       9,192     628        512      
   944      29,584    1551      2,048   yes
   945      36,104    1870      2,048   yes
   946      17,988    1069      1,024      
   947      22,092    1300      1,024      
   948      39,844    2025      2,048   yes
   949      28,840    1514      2,048   yes
   950      30,428    1587      2,048   yes
   951      21,396    1254      1,024      
   952      76,284    3565      4,096   yes
   953      89,264    4186      4,096   yes
   954      55,648    2586      4,096   yes
   955      71,128    3381      4,096   yes
   956      46,536    2380      2,048   yes
   957      39,956    2033      2,048   yes
   958      45,160    2326      2,048   yes
   959      64,496    3035      4,096   yes
   960       9,248     642        512      
   961      20,768    1227      1,024      
   962      71,652    3385      4,096   yes
   963      28,180    1472      2,048   yes
   964      62,696    2953      4,096   yes
   965      30,584    1583      2,048   yes
   966      12,196     726      1,024      
   967      28,356    1508      2,048   yes
   968      85,804    3974      4,096   yes
   969      33,008    1702      2,048   yes
   970      36,976    1931      2,048   yes
   971      32,096    1639      2,048   yes
   972      53,092    2440      4,096   yes
   973      44,344    2295      2,048   yes
   974      13,672     811      1,024      
   975      30,844    1627      2,048   yes
   976      14,704     859      1,024      
   977      18,136    1075      1,024      
   978      51,928    2386      4,096   yes
   979      19,464    1153      1,024      
   980      36,228    1873      2,048   yes
   981      18,400    1085      1,024      
   982      64,752    3035      4,096   yes
   983       9,496     642        512      
   984      17,172    1012      1,024      
   985      30,456    1526      2,048   yes
   986      39,716    2042      2,048   yes
   987      41,172    2097      2,048   yes
   988      29,736    1592      2,048   yes
   989      81,264    3803      4,096   yes
   990      37,964    1998      2,048   yes
   991      81,444    3799      4,096   yes
   992      70,064    3310      4,096   yes
   993      36,676    1915      2,048   yes
   994      62,240    2935      4,096   yes
   995      40,084    2117      2,048   yes
   996      20,560    1217      1,024      
   997      73,728    3401      4,096   yes
   998      31,208    1642      2,048   yes
   999      62,884    2979      4,096   yes
  1000      37,176    1929      2,048   yes
